#time,accel_x,accel_y,accel_z
4990.549301,888.247130,-296.082377,-80286.808190
4990.551697,-740.205942,-13175.665768,-83657.628382
4990.554094,1036.288319,-11991.336260,-80440.027290
4990.556491,-3256.906145,-3997.112087,-79214.274493
4990.558887,1184.329507,6513.812290,-76915.987999
4990.561284,3997.112087,17172.777854,-72625.853210
4990.563681,2220.617826,14508.036463,-76149.892501
4990.566077,2220.617826,16876.695478,-74617.701505
4990.568474,5477.523971,12435.459826,-74464.482406
4990.570871,740.205942,-2516.700203,-79827.150892
4990.573268,-2072.576638,-13767.830521,-81206.122788
4990.575664,-5625.565159,-12583.501014,-79980.369991
4990.578061,5921.647536,-4737.318029,-79520.712692
4990.580458,9178.553681,9030.512492,-75537.016103
4990.582854,11547.212695,18653.189738,-74158.044206
4990.585251,6365.771101,15544.324782,-75383.797003
4990.587648,888.247130,4293.194464,-77069.207099
4990.590044,592.164754,-13471.748144,-81359.341888
4990.592505,444.123565,-16876.695478,-81512.560987
4990.594966,2664.741391,-18357.107362,-83810.847481
4990.597427,-1924.535449,-11251.130318,-82585.094684
4990.599888,-2516.700203,-2812.782580,-80286.808190
4990.602349,4589.276840,12435.459826,-75537.016103
4990.604810,8882.471304,18357.107362,-75537.016103
4990.607271,7105.977043,12879.583391,-73238.729609
4990.609732,-740.205942,3108.864956,-76609.549800
4990.612193,-10510.924376,-17172.777854,-81972.218286
4990.614654,-11991.336260,-12435.459826,-82738.313784
4990.617115,-6513.812290,-8438.347739,-82431.875585
4990.619576,4589.276840,11251.130318,-74924.139704
4990.622037,1776.494261,14063.912898,-75537.016103
4990.624498,5625.565159,19393.395680,-71553.319513
4990.626959,-4441.235652,16876.695478,-74924.139704
4990.629420,-888.247130,10066.800811,-77375.645298
4990.631880,5921.647536,1924.535449,-77375.645298
4990.634341,-6217.729913,-13471.748144,-83044.751983
4990.636802,-1036.288319,-10955.047942,-77682.083497
4990.639263,-6069.688724,-6957.935855,-80440.027290
4990.641724,444.123565,5033.400406,-78294.959896
4990.644185,2072.576638,18061.024985,-73545.167808
4990.646646,3404.947333,13027.624579,-75537.016103
4990.649107,-7402.059420,4293.194464,-75537.016103
4990.651568,-5625.565159,-6069.688724,-79061.055394
4990.654029,-5773.606348,-14359.995275,-79520.712692
4990.656490,1184.329507,-11843.295072,-81818.999186
4990.658951,-8290.306550,-10510.924376,-80746.465489
4990.661412,-7698.141797,-9770.718434,-82891.532884
4990.663873,-6365.771101,9178.553681,-74464.482406
4990.666334,740.205942,18505.148550,-73851.606007
4990.668795,4293.194464,19097.313304,-73238.729609
4990.671256,1332.370696,4885.359217,-77375.645298
4990.673717,-5329.482782,-8882.471304,-82431.875585
4990.676178,-10066.800811,-15248.242405,-83197.971083
4990.678639,-14804.118840,-12435.459826,-79520.712692
4990.681099,-3849.070898,9622.677246,-75077.358804
4990.683560,2220.617826,8290.306550,-76762.768900
4990.686021,7402.059420,10214.842000,-76915.987999
4990.688482,1184.329507,18209.066173,-75996.673402
4990.690983,10214.842000,12879.583391,-76762.768900
4990.693483,5625.565159,5477.523971,-73391.948708
4990.695984,6365.771101,-8142.265362,-81206.122788
4990.698484,1184.329507,-16136.489536,-79827.150892
4990.700985,-7105.977043,-10214.842000,-79673.931792
4990.703485,-3849.070898,1332.370696,-80286.808190
4990.705986,6809.894666,17024.736666,-75690.235202
4990.708486,15544.324782,16728.654289,-73545.167808
4990.710986,8734.430116,12731.542202,-75383.797003
4990.713487,4145.153275,-2960.823768,-75077.358804
4990.715987,148.041188,6513.812290,-74770.920605
4990.718488,3256.906145,-15248.242405,-84730.162079
4990.720988,10066.800811,-11103.089130,-82431.875585
4990.723489,-6217.729913,-10955.047942,-81206.122788
4990.725989,2516.700203,7550.100608,-75843.454302
4990.728490,-4145.153275,15100.201217,-73698.386908
4990.730990,740.205942,13767.830521,-74770.920605
4990.733491,6957.935855,12287.418637,-74464.482406
4990.735991,1036.288319,-7254.018232,-83044.751983
4990.738491,-444.123565,-10510.924376,-80286.808190
4990.740992,0.000000,-10066.800811,-82431.875585
4990.743492,1776.494261,-1776.494261,-77222.426198
4990.745993,13175.665768,12139.377449,-75690.235202
4990.748493,1924.535449,-2516.700203,-79214.274493
4990.750994,9030.512492,13767.830521,-77222.426198
4990.753494,5625.565159,17912.983796,-74770.920605
