#time,accel_x,accel_y,accel_z
2435.074700,-1036.288319,3404.947333,-82125.437386
2435.077217,1332.370696,1036.288319,-78601.398095
2435.079735,2072.576638,2664.741391,-77528.864398
2435.082252,-1332.370696,-15692.365970,-80133.589091
2435.084770,2220.617826,5329.482782,-73391.948708
2435.087287,-2072.576638,0.000000,-79214.274493
2435.089805,740.205942,3404.947333,-79367.493593
2435.092322,2516.700203,9474.636058,-81972.218286
2435.094840,-1480.411884,0.000000,-82431.875585
2435.097357,1480.411884,10510.924376,-77222.426198
2435.099942,-2960.823768,-1036.288319,-77069.207099
2435.102527,0.000000,6809.894666,-73545.167808
2435.105112,2220.617826,4589.276840,-78141.740796
2435.107697,-2072.576638,-1628.453072,-83810.847481
2435.110283,2960.823768,7846.182985,-83504.409282
2435.112868,-2368.659014,-1036.288319,-80746.465489
2435.115453,1628.453072,10362.883188,-75077.358804
2435.118038,-740.205942,3552.988522,-74464.482406
2435.120623,-1924.535449,5033.400406,-75690.235202
2435.123208,-592.164754,-740.205942,-80593.246390
2435.125793,592.164754,3997.112087,-82125.437386
2435.128378,740.205942,5625.565159,-82431.875585
2435.130963,-3108.864956,7105.977043,-78907.836294
2435.133548,-1332.370696,-2960.823768,-77682.083497
2435.136134,148.041188,2368.659014,-74158.044206
2435.138719,444.123565,8734.430116,-76303.111601
2435.141304,-1184.329507,6069.688724,-80286.808190
2435.143889,-1036.288319,17024.736666,-80440.027290
2435.146474,-1184.329507,3701.029710,-84883.381178
2435.149059,1184.329507,-8438.347739,-78907.836294
2435.151644,148.041188,1480.411884,-75077.358804
2435.154229,-2812.782580,21317.931130,-73085.510509
2435.156814,-1628.453072,5477.523971,-81665.780087
2435.159399,4293.194464,-2960.823768,-80286.808190
2435.161984,444.123565,14063.912898,-79827.150892
2435.164570,-3849.070898,-1924.535449,-82891.532884
2435.167155,2812.782580,-6513.812290,-76456.330700
2435.169740,3108.864956,9030.512492,-72012.976812
2435.172325,-1776.494261,9030.512492,-81512.560987
2435.174910,0.000000,-1628.453072,-81359.341888
2435.177495,2368.659014,3997.112087,-79520.712692
2435.180080,-3997.112087,-16136.489536,-83197.971083
2435.182665,-2072.576638,-10807.006753,-76915.987999
2435.185250,4441.235652,23390.507767,-70787.224015
