#time,accel_x,accel_y,accel_z
1706.482427,-1036.288319,3404.947333,-80440.027290
1706.484818,592.164754,2220.617826,-79367.493593
1706.487209,740.205942,444.123565,-78907.836294
1706.489600,1332.370696,-444.123565,-77222.426198
1706.491991,-1480.411884,-296.082377,-77988.521696
1706.494382,-1036.288319,1184.329507,-78141.740796
1706.496773,-888.247130,2220.617826,-79827.150892
1706.499164,1924.535449,2812.782580,-81512.560987
1706.501555,-148.041188,2516.700203,-80899.684589
1706.503946,-296.082377,1332.370696,-78601.398095
1706.506337,-740.205942,-296.082377,-76915.987999
1706.508728,-2664.741391,888.247130,-77835.302597
1706.511119,-1628.453072,1480.411884,-78448.178995
1706.513510,1480.411884,2072.576638,-80593.246390
1706.515901,740.205942,2812.782580,-81052.903688
1706.518292,-1036.288319,888.247130,-79980.369991
1706.520683,-740.205942,1776.494261,-77528.864398
1706.523074,3849.070898,-2368.659014,-78294.959896
1706.525465,4145.153275,-6809.894666,-77528.864398
1706.527856,9474.636058,-1036.288319,-78141.740796
1706.530247,-1332.370696,3849.070898,-79367.493593
1706.532638,0.000000,-296.082377,-82125.437386
1706.535029,1036.288319,4145.153275,-78448.178995
1706.537481,1036.288319,-1480.411884,-79980.369991
1706.539932,5181.441594,-8734.430116,-76456.330700
1706.542384,2220.617826,6069.688724,-73698.386908
1706.544836,0.000000,-1628.453072,-81359.341888
1706.547287,2664.741391,3701.029710,-79520.712692
1706.549739,740.205942,-5329.482782,-82585.094684
1706.552191,-2072.576638,6365.771101,-78754.617194
1706.554643,-2960.823768,0.000000,-80286.808190
1706.557094,-3404.947333,5625.565159,-76609.549800
1706.559546,-3849.070898,9326.594869,-76149.892501
1706.561998,-5033.400406,-1628.453072,-80899.684589
1706.564450,1184.329507,-296.082377,-79520.712692
1706.566901,-3404.947333,6513.812290,-80286.808190
1706.569353,-2220.617826,-1776.494261,-83197.971083
1706.571805,-2072.576638,10362.883188,-74311.263306
1706.574257,-4737.318029,1776.494261,-78907.836294
1706.576708,-740.205942,-1184.329507,-76915.987999
1706.579160,1776.494261,8438.347739,-75996.673402
1706.581612,-5181.441594,296.082377,-81972.218286
1706.584064,296.082377,2516.700203,-80593.246390
1706.586515,592.164754,8882.471304,-77835.302597
1706.588967,-1332.370696,1628.453072,-80286.808190
1706.591419,-2072.576638,1924.535449,-76762.768900
1706.593871,-1628.453072,-1628.453072,-77988.521696
1706.596322,-4441.235652,3404.947333,-77222.426198
1706.598774,-5625.565159,8438.347739,-79061.055394
1706.601226,-3701.029710,10510.924376,-79980.369991
1706.603677,-296.082377,8734.430116,-79214.274493
1706.606129,-2368.659014,-4589.276840,-80746.465489
1706.608581,-1332.370696,3701.029710,-76303.111601
1706.611033,-10362.883188,5033.400406,-77835.302597
1706.613484,-3849.070898,7105.977043,-79980.369991
1706.615936,-1480.411884,5921.647536,-77835.302597
1706.618388,-1480.411884,3256.906145,-81206.122788
1706.620840,-4441.235652,-3256.906145,-81052.903688
1706.623291,148.041188,12435.459826,-76915.987999
1706.625743,-296.082377,-6809.894666,-78601.398095
1706.628195,-1184.329507,10066.800811,-72932.291410
1706.630647,-5477.523971,592.164754,-80899.684589
1706.633098,5329.482782,-2664.741391,-80746.465489
1706.635592,5033.400406,-592.164754,-78907.836294
1706.638086,1924.535449,-5329.482782,-82278.656485
1706.640579,3404.947333,7994.224174,-73085.510509
1706.643073,-2220.617826,1184.329507,-77375.645298
1706.645566,6661.853478,-19097.313304,-81359.341888
1706.648060,0.000000,9030.512492,-75690.235202
1706.650554,-1480.411884,-3997.112087,-86415.572174
1706.653047,1924.535449,5921.647536,-75230.577904
1706.655541,148.041188,2960.823768,-79673.931792
1706.658035,296.082377,-10214.842000,-77375.645298
1706.660528,3108.864956,1924.535449,-75996.673402
1706.663022,296.082377,2368.659014,-78907.836294
1706.665515,296.082377,1036.288319,-81052.903688
1706.668009,-888.247130,5033.400406,-79520.712692
1706.670503,-3108.864956,-3701.029710,-79980.369991
1706.672996,5625.565159,-4293.194464,-78141.740796
1706.675490,3108.864956,-444.123565,-77222.426198
1706.677983,1628.453072,-1036.288319,-79061.055394
1706.680477,1036.288319,4293.194464,-77835.302597
1706.682971,-1924.535449,-1628.453072,-82431.875585
1706.685464,1036.288319,2812.782580,-77835.302597
1706.687958,1036.288319,-3256.906145,-79980.369991
